round,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,F1,AUC
846,6,57,1,4,0.9265,0.6,0.9828,0.7059,0.7724
847,6,49,2,11,0.8088,0.3529,0.9608,0.48,0.7024
848,10,48,3,7,0.8529,0.5882,0.9412,0.6667,0.8108
849,10,45,0,13,0.8088,0.4348,1.0,0.6061,0.8831
850,7,50,0,11,0.8382,0.3889,1.0,0.56,0.7967
851,3,53,3,9,0.8235,0.25,0.9464,0.3333,0.7932
852,7,57,0,4,0.9412,0.6364,1.0,0.7778,0.9394
853,3,51,2,12,0.7941,0.2,0.9623,0.3,0.7396
854,8,46,1,13,0.7941,0.381,0.9787,0.5333,0.8896
855,8,45,2,13,0.7794,0.381,0.9574,0.5161,0.7538
856,7,48,1,12,0.8088,0.3684,0.9796,0.5185,0.8443
857,9,53,2,4,0.9118,0.6923,0.9636,0.75,0.9133
858,8,50,0,10,0.8529,0.4444,1.0,0.6154,0.8478
859,9,47,4,8,0.8235,0.5294,0.9216,0.6,0.8039
860,1,57,2,8,0.8529,0.1111,0.9661,0.1667,0.6516
861,9,48,0,11,0.8382,0.45,1.0,0.6207,0.899
862,11,46,1,10,0.8382,0.5238,0.9787,0.6667,0.8531
863,11,46,2,9,0.8382,0.55,0.9583,0.6667,0.8354
864,4,53,2,9,0.8382,0.3077,0.9636,0.4211,0.8224
865,6,53,1,8,0.8676,0.4286,0.9815,0.5714,0.7606
866,6,50,4,8,0.8235,0.4286,0.9259,0.5,0.7937
867,6,47,2,13,0.7794,0.3158,0.9592,0.4444,0.812
868,7,51,2,8,0.8529,0.4667,0.9623,0.5833,0.8277
869,7,47,4,10,0.7941,0.4118,0.9216,0.5,0.7647
870,5,55,2,6,0.8824,0.4545,0.9649,0.5556,0.8485
871,5,51,2,10,0.8235,0.3333,0.9623,0.4545,0.8327
872,9,46,3,10,0.8088,0.4737,0.9388,0.5806,0.8904
873,3,49,1,15,0.7647,0.1667,0.98,0.2727,0.6522
874,6,45,1,16,0.75,0.2727,0.9783,0.4138,0.8538
875,12,44,3,9,0.8235,0.5714,0.9362,0.6667,0.8298
876,12,47,1,8,0.8676,0.6,0.9792,0.7273,0.9229
877,7,49,2,10,0.8235,0.4118,0.9608,0.5385,0.8039
878,10,45,3,10,0.8088,0.5,0.9375,0.6061,0.8313
879,4,52,2,10,0.8235,0.2857,0.963,0.4,0.7394
880,11,47,2,8,0.8529,0.5789,0.9592,0.6875,0.9227
881,8,45,3,12,0.7794,0.4,0.9375,0.5161,0.7927
882,10,52,2,4,0.9118,0.7143,0.963,0.7692,0.9378
883,11,45,3,9,0.8235,0.55,0.9375,0.6471,0.9073
884,11,49,3,5,0.8824,0.6875,0.9423,0.7333,0.905
885,9,46,4,9,0.8088,0.5,0.92,0.5806,0.91
886,7,49,0,12,0.8235,0.3684,1.0,0.5385,0.9076
887,10,50,1,7,0.8824,0.5882,0.9804,0.7143,0.895
888,9,45,1,13,0.7941,0.4091,0.9783,0.5625,0.8844
889,13,45,3,7,0.8529,0.65,0.9375,0.7222,0.85
890,7,52,3,6,0.8676,0.5385,0.9455,0.6087,0.8713
891,7,48,2,11,0.8088,0.3889,0.96,0.5185,0.7289
892,6,51,2,9,0.8382,0.4,0.9623,0.5217,0.7786
893,10,46,0,12,0.8235,0.4545,1.0,0.625,0.8429
894,16,44,0,8,0.8824,0.6667,1.0,0.8,0.911
895,5,54,1,8,0.8676,0.3846,0.9818,0.5263,0.8573
896,12,43,3,10,0.8088,0.5455,0.9348,0.6486,0.8567
897,9,48,1,10,0.8382,0.4737,0.9796,0.6207,0.8099
898,6,48,2,12,0.7941,0.3333,0.96,0.4615,0.9011
899,8,49,2,9,0.8382,0.4706,0.9608,0.5926,0.8743
900,10,47,2,9,0.8382,0.5263,0.9592,0.6452,0.8571
901,11,48,0,9,0.8676,0.55,1.0,0.7097,0.8469
902,7,49,2,10,0.8235,0.4118,0.9608,0.5385,0.8639
903,6,46,2,14,0.7647,0.3,0.9583,0.4286,0.8208
904,8,50,2,8,0.8529,0.5,0.9615,0.6154,0.7224
905,8,52,1,7,0.8824,0.5333,0.9811,0.6667,0.878
906,6,54,1,7,0.8824,0.4615,0.9818,0.6,0.8545
907,10,51,1,6,0.8971,0.625,0.9808,0.7407,0.8678
908,10,44,0,14,0.7941,0.4167,1.0,0.5882,0.8191
909,11,48,4,5,0.8676,0.6875,0.9231,0.7097,0.9147
910,11,44,1,12,0.8088,0.4783,0.9778,0.6286,0.8454
911,8,48,2,10,0.8235,0.4444,0.96,0.5714,0.7989
912,9,49,3,7,0.8529,0.5625,0.9423,0.6429,0.905
913,13,44,2,9,0.8382,0.5909,0.9565,0.7027,0.8528
914,9,48,3,8,0.8382,0.5294,0.9412,0.6207,0.8501
915,8,54,3,3,0.9118,0.7273,0.9474,0.7273,0.9426
916,8,49,1,10,0.8382,0.4444,0.98,0.5926,0.8367
917,10,45,1,12,0.8088,0.4545,0.9783,0.6061,0.8735
918,11,49,1,7,0.8824,0.6111,0.98,0.7333,0.9478
919,11,44,3,10,0.8088,0.5238,0.9362,0.6286,0.8095
920,8,48,2,10,0.8235,0.4444,0.96,0.5714,0.8711
921,8,46,2,12,0.7941,0.4,0.9583,0.5333,0.7271
922,10,40,2,16,0.7353,0.3846,0.9524,0.5263,0.8333
923,10,45,2,11,0.8088,0.4762,0.9574,0.6061,0.7964
924,4,52,3,9,0.8235,0.3077,0.9455,0.4,0.807
925,9,50,2,7,0.8676,0.5625,0.9615,0.6667,0.881
926,16,43,1,8,0.8676,0.6667,0.9773,0.7805,0.9091
927,7,50,3,8,0.8382,0.4667,0.9434,0.56,0.8226
928,5,56,3,4,0.8971,0.5556,0.9492,0.5882,0.8569
929,6,44,3,15,0.7353,0.2857,0.9362,0.4,0.614
930,11,48,3,6,0.8676,0.6471,0.9412,0.7097,0.9331
